8833.46946561	1195.07444545	5220.58045045	4667.60486307	6347.90995615	4301.58380599	8627.44751621	3895.66828679	9406.23150426	3910.04395265	4496.77494946	2148.3007193	9115.06525913	2055.56625972	3801.76509427	7378.94635653	7236.22028689	5281.57767795	3254.97321503	8098.89200795	1955.79708416	9072.03727499	4511.22812087	2560.1282242	6894.04543853	9167.23375693	6759.85980935	862.228033593	3032.28035282	2537.04971393	9271.79924499	7964.16713348	3263.72231332	6345.47268516	3620.66802178	5211.14450009	8711.99766755	1685.20095526	3859.45277776	1528.74898279	5048.10916266	6794.89333509	7533.49159991	1351.21796064	8322.83724708	8712.77679106	1373.91309288	6231.56952682	8768.24840798	2597.22191357	8447.66330296	8604.71854275	595.781132351	3423.66586844	6245.44136617	5026.07735987	3693.64894885	357.703437327	6378.24816735	5028.076509	4136.14798947	1101.99206816	8811.00112167	6057.09497654	2792.31708973	8694.20906117	3012.76222738	4380.83662965	6909.96450333	6764.66836249	8615.29890942	2936.87768193	4439.25873582	9981.22531611	1816.2314802	1528.16570007	3820.06150227	8677.17628857	401.888366861	1892.02091463	3895.16953735	3748.90419388	7390.14691098	3228.96541306	8841.63599207	1280.47353014	2345.58478125	5178.92384365	2485.78921557	4540.25604372	7319.60052701	207.999550346	3867.21006332	7815.07925436	3701.82518553	3597.50016594	9982.37635106	519.611427882	9067.35455026	224.445258933
2519.74259785	7199.16644581	2284.67003206	8449.85962634	1720.28296616	642.20649806	8587.85534113	5913.17305666	1148.81509155	7481.50571877	1022.77763338	3137.74807072	165.551859677	4836.28267608	6604.45267959	8192.812321	9222.77165022	5937.97359756	2432.11895162	4713.76909704	1467.59626337	6571.29419118	5759.19099913	5263.80110097	4588.97614189	2419.9713874	5309.12606737	1938.24111684	2223.44961292	9572.80644603	152.101646583	7381.64532773	3967.41370869	1194.12922256	1850.99765985	7244.67640255	958.481172727	9076.20968603	4006.68486282	2708.45458016	1099.51711386	7243.31036484	452.273190533	6007.20456169	8927.86885775	6220.073974	5020.61689493	9363.6523571	5933.79930017	8347.77405601	1037.36556042	2926.79376085	7392.49030896	7202.08745968	3878.55544977	4288.9339081	8366.56413408	6608.75575029	9726.46893864	5188.36716903	3549.128739	6529.19800139	8612.65509709	5601.88766664	2504.53487358	2995.32487955	1606.12645746	9902.57714153	5987.46826832	8016.81705824	8209.48354439	7943.2381957	6784.9233673	3356.32570125	5796.85156175	4952.44156416	300.531150159	8696.60782404	8160.62983966	961.801287348	2738.78359461	7733.30816876	7499.90044223	5883.59074317	6923.25538771	8908.81768921	4554.31549299	1218.56779773	9654.43849476	6983.04268279	162.384002252	7067.8507818	4613.88022387	6470.48634247	6897.45590791	614.607682837	5765.19649657	1939.9810091	7284.77585617	4395.45351593
4262.9349546	2719.97065039	6109.77900156	1360.9619467	4546.70057793	1034.69000039	5797.93200444	3300.85785323	2143.72857544	261.585251272	8933.18867205	5217.4352599	6960.77721353	3778.23908661	330.490503293	4318.25236079	9135.47316204	4779.47172482	1807.9940518	8256.69925802	1011.89340128	412.356462891	6369.92860318	3076.20571264	6350.48129669	5044.66774966	6365.61189009	8228.95727029	3121.91739499	9208.74663851	8040.26496624	4251.26406136	636.4539931	5182.64228865	9845.5797942	9713.6579708	6914.83373897	129.575916451	9394.01473097	1294.95961591	4448.03725285	4436.5865201	1933.61760965	1573.65976442	4506.0066452	8745.52326593	2778.17965033	1609.22178438	8884.23834582	4379.78716026	1487.03850874	879.296881587	1562.74004742	2323.74766448	9873.58838942	9498.7356162	1792.9613032	1649.83568749	2269.88028304	6230.67826012	6430.21171353	5044.57797211	5231.47380624	7523.22694398	8731.77117629	9783.35664116	4770.19617251	3035.49790032	3233.40988509	4417.94707996	19.8908556289	4600.92042045	4075.14514102	8623.46522462	498.806642194	5073.09166054	2048.56589619	3394.94003871	592.352071421	3769.81318678	2512.58859311	9495.8727278	6752.14948994	1772.52536143	9238.69065852	9912.92329495	6360.87863989	9130.11502563	9648.50459492	9078.17375399	6542.90470313	8858.30872078	6169.00774125	247.32360676	3657.86842882	6839.91189253	5038.59489298	4240.07970917	7175.71196078	6549.98644593
4783.57742151	836.782467414	5486.17752307	4927.33383739	8094.11345116	4724.80483756	2194.33585629	4432.35496513	5521.54205915	4841.42227477	4285.78522325	4613.62208559	9261.54605331	8725.76958933	8362.76217886	8988.35917672	7324.73455379	3066.21397022	6243.19694891	9373.3813325	2858.45372911	6407.28976314	9374.0827621	7495.61941993	5916.74640467	1175.3909834	6928.99489821	8066.63585546	9163.94142903	4623.44559678	9073.92372586	9253.59103703	4198.91638722	6055.41399548	6319.04339059	28.9170143985	3727.23675335	29.5627275605	3957.85971358	8105.89928045	8717.12951295	4581.46117898	1296.8526734	2160.97904235	3003.96241685	2400.12400315	6527.52727464	7136.99568324	7975.06994202	8358.92243536	9861.42954518	8475.78964679	6449.72316358	3452.90444721	5954.6030967	6045.5299153	5394.1592151	5147.17556788	9168.46598129	6610.78126405	7490.32980755	5005.13634395	3597.05695683	4922.00674076	9621.57425946	8787.80220317	7666.23130201	9102.73940157	3163.73706011	6440.7880316	7014.65849569	1779.88709535	5936.141813	7175.50292732	2619.93897788	7944.72434494	1052.19711867	45.068695093	5994.72100154	4209.24649332	4494.69493516	4997.11228363	2371.82235974	7517.51557569	7138.8819547	1745.0659394	5652.14929052	7291.66753991	1374.21204285	7542.5740565	5445.11606243	1581.98989413	5862.71194931	9149.253041	1411.76831048	1749.54816131	7146.47578123	989.052837059	9180.75162522	7517.90051151
8736.43511999	7041.19750711	2494.41256471	2502.83592135	8762.78426362	2971.75258245	5825.8650532	1830.77047097	7945.20381866	2199.48175845	3188.98004169	7003.50259207	7474.01865928	9123.69598772	6222.51028782	949.869424172	6107.792997	341.464398306	1455.35960602	3928.08283646	6339.93815788	9907.01329645	7571.16592605	5800.75227165	2373.87401148	1863.21329619	1232.60430079	1561.85058745	5430.74103928	6225.7275557	323.970542237	9873.07931087	1253.41471926	6820.77771189	8786.72866826	8352.41144863	9353.99896983	8401.86397728	2442.46994655	8287.55852459	1811.32613019	4324.88807303	5156.18241491	7367.60105137	4678.29534899	281.482529135	8586.80591399	617.523531498	6571.10041062	8784.02765073	9087.18271735	7565.28420238	3195.26117274	5821.44762967	1332.3180936	9630.01615995	9170.09155892	3907.61454682	386.206194621	2409.86742717	9217.85763998	3970.89481491	3653.61693292	480.985825718	7783.14326927	4816.77408373	2314.57093476	1397.87310928	4169.74063526	635.36499784	6699.23768541	1738.8596158	8548.25339308	4737.53339988	660.100476469	3965.48671124	3389.57660767	2907.16512495	5704.08891621	5335.72502134	4457.22683289	8267.73156195	6440.59440783	5237.98533718	6320.26792214	4498.63866666	9199.00392141	4544.56868501	3009.30258736	7043.30626288	8844.84613567	4630.31177901	7377.03939888	4232.51654879	8348.94624458	9367.39091199	5975.50567262	7651.81277301	7950.62174892	4905.64818738
6036.09186895	3033.72663721	5447.39029444	9826.39471008	5273.25244748	7493.38038884	904.219285864	8279.17756487	5057.81939968	333.20526291	5298.66111621	1910.36246735	7610.530955	1149.35859485	3118.54408062	7848.0116349	6058.98788921	9010.34603626	5904.74642582	2767.5708791	758.377471744	7203.32521129	8707.03442253	624.913537757	1827.08551419	8687.08070319	9269.47551032	2642.98347112	9091.30418696	1116.62264716	6267.96717489	4410.94182687	6683.06949202	8198.4738074	9908.74029516	3913.51315819	7895.63804745	9351.52046194	2577.24601401	7944.4613171	763.374050703	4098.95274875	9691.2626084	1254.39223498	6365.24596721	4980.82781244	1368.31730929	3366.29678593	909.606756207	7332.37802229	7098.51976665	3182.24006566	1362.72369592	3339.34228111	6591.65763862	3621.68820212	1584.47395095	3879.15924227	8892.25284453	7919.15235882	6867.599158	9930.10534304	6710.26352418	8814.84114401	7370.41537513	8588.45651676	6951.64287175	3781.38859202	1651.84202661	567.513945968	7401.20784616	4952.78730501	1411.36453565	9138.81794147	7714.01641559	3873.71345955	6939.09219412	1752.628074	5975.73783871	9368.50448869	2162.19173641	9408.9031593	1164.24669485	8001.34186702	6304.5429123	6792.34749526	1267.45341422	9677.70622692	6998.13120739	2392.33805672	2586.0683319	6719.71145323	6766.30588138	9628.43183092	5630.44347046	270.857314421	8086.02646458	3034.37205955	3653.33643828	8256.35388697
907.43703351	6390.68355873	7811.37033731	2346.80442012	9749.38213133	8208.45781655	1868.70199703	9782.56832718	2657.03454886	6612.05530299	2290.74244811	8543.6631472	9813.2642091	484.670064322	9123.50008418	8528.4684236	8321.86018198	6966.76838886	6087.54292232	6255.14400293	4435.78086274	3949.05880366	6187.60303889	1093.29829921	4260.04369381	91.671968118	5771.25549481	2003.63121743	8745.45966726	3413.0132301	6381.97068128	3011.7237733	8416.11366793	8429.93732994	7654.54033023	5826.1649772	2173.48654659	8628.43983612	9072.69120895	9500.26758765	8223.01455034	7131.44123831	5817.18384978	2565.39448244	7064.13337608	5363.05808867	751.234718597	6115.95959908	7627.61377434	9048.43061262	1295.83037389	6217.26021695	1625.49115125	561.069722642	4747.72969057	9484.39585341	2076.14506397	3215.09964613	2310.87530669	5189.59715748	36.5222738588	3326.22292743	2843.96851296	635.725870338	6543.26700168	8132.45629383	3856.57750336	6727.01030449	4369.54163272	549.054436623	2185.29977029	522.977355904	1945.92561291	7873.45268099	4225.28772991	8450.28859437	1038.72119788	739.914705463	3244.93528558	918.270151316	7665.64780947	4454.04322612	7666.96748938	6280.59336016	374.860056134	4862.10238031	3102.87702999	7934.36733627	2163.52815542	9031.39855582	8519.8046801	8879.85868099	1960.30194317	759.717390775	5102.05775551	8364.79051032	2993.46945377	458.860122005	16.0287101568	6537.10783992
1612.3195992	8242.40809787	5591.45968504	8496.37070591	9115.79381212	1826.03928368	7825.0287938	245.112566903	7280.98680447	9499.72528187	9931.73896887	9508.23866362	7216.37166407	3136.2223849	1922.99510869	190.692451692	4121.15464625	6935.74041636	5723.22481494	9918.21620335	4333.83436424	5285.73285178	334.954779973	3203.85126744	5406.35839125	3587.98111604	9608.92704983	3373.85888819	4650.65047718	8058.34258483	4381.55232758	9982.38795834	8448.62942415	6667.21524364	7806.70947419	1888.77380366	4353.08226459	1235.91142018	6023.49125671	6223.10488839	3851.96524235	4642.94947489	3366.27218173	5807.02774878	1755.55176625	5220.72528606	102.312237868	2910.33286165	2409.43874671	2280.1393394	1301.62168065	1805.4133602	4803.15332053	7937.01773088	6124.71224366	244.474010988	7134.47543001	1280.02081982	2828.83579278	7016.3624466	9248.27402011	1061.31572339	5851.57925567	2185.50073481	6112.24585903	2204.10033786	4229.5548558	3856.99643714	1064.06611838	9419.4212396	875.956643728	8757.90535044	5621.00267738	7946.81236688	3539.45586287	4549.26771475	4050.60971249	9047.48542702	6053.00625818	1639.32339247	5335.44559244	4076.46561263	9029.43846218	928.472240923	1977.85389773	919.648559754	8726.45448026	4760.19020058	8015.85146231	7469.63489386	4540.35124298	3485.81445065	6870.80296578	9706.8717879	4981.94161763	7076.85218396	7232.18218287	8654.51178828	1186.17159982	2499.15783677
7714.24362917	968.329473161	4038.13459594	752.4941224	1881.21385229	6353.67556101	8388.40034408	5844.15374725	4888.13270609	2436.1053028	5273.38849674	4088.92311156	2032.77772923	9543.16202464	479.398770759	7930.22196043	9337.38321163	5525.43125323	9882.00194744	7395.17878554	9518.24108015	2213.50673433	917.59457632	5403.88812465	6018.29053425	6621.40332331	4316.79929316	73.6649761308	8496.08429236	4411.46352395	300.131606534	2083.14658479	9654.6139022	2049.46674538	8045.41664649	7024.47932684	4735.45273642	61.1591197357	2306.36901754	9675.08202867	5359.1344502	4247.70989235	2425.88011629	221.638390041	1877.77698688	6477.44850019	6212.99802582	8871.81342934	4926.58949607	6363.12160503	6373.27793353	1716.63963978	8365.2755325	4555.90230077	7546.7502285	7581.52216784	1169.89618528	3367.12424541	537.732083915	2046.61062436	616.487188938	8988.58535195	9441.03239554	8075.48828209	2008.06633021	4565.18033387	2658.316778	2058.53038354	5342.79914752	6979.08568286	9277.93793931	4216.17609957	1698.81510105	3742.58068981	7636.92606556	454.369686919	9625.6156974	3654.10672677	5569.02442554	6762.77676733	4460.15447333	951.03127897	4297.75842586	9906.79327062	6714.47711827	5784.9355559	4553.20585974	168.203978242	2629.40521335	8627.47927434	3892.96370809	1992.80932883	1013.77282092	2315.47839502	7097.55366011	7237.4035028	4882.46525465	5272.29140382	3511.6370181	7460.04117411
6288.67232542	312.256725387	769.914604764	2352.06836221	1200.14972354	1668.91450949	2664.89185517	5179.47981029	4012.74091116	6501.02710541	6965.74695521	9252.26400672	5611.00615785	7567.2768617	541.90656042	7985.38114903	8260.29502876	1931.36001084	64.9963871421	5178.04323861	8117.31871295	1996.31710098	7794.7692497	2583.5203739	326.30958018	3490.4631979	1838.95125718	6317.34615568	3952.2435887	9255.82686761	9565.66163861	7828.78494744	127.397091633	1587.82896295	2818.05408431	3542.64427561	4971.18030329	3452.28704773	1631.079108	4542.02042452	5107.65377061	4747.47699428	7800.78235993	620.226233688	1891.32309324	362.372663767	3429.59627882	3036.4204388	5405.67059889	1496.57832127	9555.74794448	1249.40028658	8138.20596376	2177.10452856	1191.46466305	5820.49541088	1156.72838114	3043.01446269	1039.71208051	4631.34550431	7927.41235972	8617.15395178	1646.69348885	4173.34140525	6820.423478	5671.46511853	6625.88350998	5047.83240649	7956.72439051	9112.5626734	1584.08090341	4575.72180892	4643.23552396	8819.59631507	3746.35500507	214.534081276	4854.23037686	9263.74602479	4100.35577608	630.352084026	6478.97421226	9984.3442864	9252.54229273	27.4166850617	4974.66430827	4306.5791996	7222.87443949	5772.25005584	1963.00522486	2797.50851036	1072.0419234	1644.23059462	5393.19953096	2.32610605321	4043.1856719	5940.68177507	7123.05213981	7555.34157477	6796.97863154	5072.38944721
