4243.45203195	3364.46974725	1734.25664792	4262.7054696	2182.37233828	1325.5777676	804.431501762	339.174972429	8903.59501144	1826.24625309
9990.45831865	476.818713787	1260.23284388	2395.53110078	5717.83500699	7371.42665622	2879.13117586	4721.0453026	8942.28297633	846.149445619
372.336681368	6106.345713	4747.43478686	9207.53724828	2974.03756086	926.659098012	2189.02447481	2889.65311786	5280.75912052	4456.59125056
3424.81887385	259.82984678	4299.07496088	7773.69038431	9439.84019568	6644.10566954	9055.45687323	5414.2477193	4356.05310583	5678.23646746
1700.33097621	9812.96639228	853.946486346	9324.53383259	1290.57631779	7426.2322824	9901.17415487	1544.71688452	4789.71546353	7231.35088947
3649.99400433	3975.48831543	2228.95647026	7944.0873193	1153.42826938	4538.75067453	5450.95441257	8256.80925719	1434.78952329	3323.28728175
5135.9762084	1258.28789166	5330.97170819	8105.88326633	8861.91237973	5232.15386156	2440.03636091	9061.0783371	7959.05569285	778.981724931
8920.41110213	474.870261679	1473.14579966	9511.94754501	4985.61399016	7881.18754966	285.357197831	423.304502754	8659.98441949	8752.42079118
4783.14827488	2684.8738001	5080.83159915	6460.5303133	5271.23470633	9827.63916338	1404.70977403	5815.80433781	9359.1996506	2174.56846041
221.528088752	7384.98857001	8224.83339559	3556.06451096	8170.12900003	5525.06155194	3282.82512163	5062.46297502	5316.23565498	5659.81341612
