6261.96236904	6511.66354128	1206.48273975	7786.98746037	6072.78904355	8254.28442087	3543.63169206	6437.73659093	562.573908607	2794.47823927
3990.68323928	5646.67306251	1073.2428101	509.720799418	918.783042781	2400.64448288	7410.55826843	4774.18396273	8421.1049984	7685.65836632
1169.49651318	6127.64012756	2688.04485372	4130.00315708	870.871739869	4531.15693377	5634.60228939	2070.80091514	9065.0882867	7638.58412765
2663.67344225	5848.97253354	9668.85215063	1418.90756485	7174.77761644	1383.65562601	7724.19805407	5352.11249093	5626.72807406	6970.78369906
7231.06938646	8148.41089641	4753.60431227	2516.57685646	7555.24602955	9587.16710462	2983.36240148	6903.99528204	9138.51409084	2833.62009986
9521.23000367	1690.15538482	872.186429096	4335.86756791	5171.0046284	7656.165266	634.350350371	9789.48871243	7427.07209838	8450.03504479
991.98796101	5561.63661686	2902.11509048	2603.61611402	814.554330991	4957.21755897	7077.8540569	9594.14406626	497.670988507	1650.39691426
5421.90412817	2914.12225146	6872.48924967	3870.40951322	8818.25590852	7210.98234418	669.292072192	100.883146899	6664.60097132	285.672152022
2128.07684963	183.554053074	647.359486256	8800.47815987	938.4224158	4464.96280306	7768.29911322	3054.25142166	2138.7184489	992.285905623
5259.71611162	6507.29318864	3672.15034737	1270.09430363	8579.01443947	3891.88962724	6174.88481568	4038.15905138	3911.83055397	1711.36877375
